"tree_id","Plate_Number","Well_Coordinates","Sample_Name_Plate","Species","person_key_GBS","Nodes_GBS","Plot_GBS","ID_sample_correct","Treatment","locality_key","plot","life_condition","X_coordinates_latitude","X_coordinates_longitude","X_coordinates_altitude","person_key","tree_number","photo_tree","tree_diameter_category","tree_heigth","tree_nodes","tree_health","ozone_damage_percentage","other_damages_percentage","other_damages_percentage.less_10","other_damages_percentage.10.40","other_damages_percentage.50","other_damages_percentage.50.70","other_damages_percentage.70.100","photo_health","bud","photo_bud","branch_nodes","nodes_with_leaves","photo_branch","cones","cone_sex","photo_cones","tree_exposition","surronding_vegetation.fir","surronding_vegetation.pine","surronding_vegetation.oak","surronding_vegetation.bush","surronding_vegetation.grass","surronding_vegetation.other","reforested","reforestation_code","tree_health_simplified","reforestation_year"
"D127","P1","A9","D127_N6P35","Abies religiosa","D","6","35","D127_N06P35","forest","PN",35,"alive","19.2958901","-99.3191856",3116.57251,"D",127,"1608483320555.jpg","2_cm",2,6,"ozone","50 to 70%",NA,NA,NA,NA,NA,NA,"1608483367088.jpg","closed","1608483383360.jpg",3,3,"1608483410643.jpg","no",NA,NA,"cover",1,0,0,1,1,0,"yes","NP","ozone","NP"
"D142","P2","D9","D142_N14P38","Abies religiosa","D","14","38","D142_N14P38","forest","PN",38,"alive","19.2833335","-99.316151",3228.881104,"D",142,"1608494484074.jpg","10_cm",8,14,"ozone","40 to 50%",NA,NA,NA,NA,NA,NA,"1608494564256.jpg","closed","1608494581560.jpg",9,2,"1608494615192.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"ozone",NA
"D163","P4","C11","D163_N18P43","Abies religiosa","D","18","43","D163_N18P43","forest","PN",43,"alive","19.2899041","-99.3166882",3177.008057,"D",163,"1608578159216.jpg","30_cm",11,18,"ozone","50 to 70%",NA,NA,NA,NA,NA,NA,"1608578389975.jpg","closed","1608578475265.jpg",18,5,"1608578640144.jpg","no",NA,NA,"cover",1,1,0,1,1,1,"no",NA,"ozone",NA
"D168","P1","C8","D168_N19P47","Abies religiosa","D","19","47","D168_N19P47","forest","CX",47,"alive","19.2925075","-99.2952765",3484.84082,"D",168,"1610732926723.jpg","30_cm",8,19,"ozone","40 to 50%",NA,NA,NA,NA,NA,NA,"1610733042310.jpg","closed","1610733060180.jpg",16,6,"1610733118186.jpg","no",NA,NA,"cover",1,1,0,0,1,1,"no",NA,"ozone",NA
"D17","P1","B12","D17_N10P4","Abies religiosa","D","10","4","D17_N10P04","forest","CX",4,"alive","19.2923541","-99.2990785",3500.131836,"D",17,"1608059516145.jpg","2_cm",2.5,10,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608059659081.jpg","closed","1608059681114.jpg",5,4,"1608059724094.jpg","no",NA,NA,"cover",1,1,0,0,1,1,"no",NA,"healthy",NA
"D172","P2","C12","D172_N10P48","Abies religiosa","D","10","48","D172_N10P48","forest","CX",48,"alive","19.2925917","-99.2949421",3472.432373,"D",172,"1610734909445.jpg","10_cm",6,10,"ozone","50 to 70%",NA,NA,NA,NA,NA,NA,"1610734968063.jpg","closed","1610734980327.jpg",9,6,"1610735017476.jpg","no",NA,NA,"cover",1,0,0,0,1,1,"no",NA,"ozone",NA
"D23","P1","C2","D23_N5P4","Abies religiosa","D","5","4","D23_N05P04","forest","CX",4,"alive","19.292365","-99.2990874",3491.342041,"D",23,"1608062255659.jpg","2_cm",1.7,5,"ozone","50 to 70%",NA,NA,NA,NA,NA,NA,"1608062362822.jpg","closed","1608062408290.jpg",4,3,"1608062484318.jpg","no",NA,NA,"exposed",1,0,0,0,1,1,"yes","2013","ozone","2013"
"D3","P4","H6","D3_07P01","Abies religiosa","D","7","1","D3_N07P01","forest","CX",1,"alive","19.2901373","-99.2991958",3490.396729,"D",3,"1608051160962.jpg","6_cm",2.7,7,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608051404726.jpg","closed","1608051445458.jpg",3,3,"1608051494402.jpg","no",NA,NA,"exposed",0,1,0,0,1,0,"yes","2013","healthy","2013"
"D32","P2","A11","D32_N9P7","Abies religiosa","D","9","7","D32_N09P07","forest","CX",7,"alive","19.2898034","-99.3030406",3499.697998,"D",32,"1608136880197.jpg","10_cm",6,9,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608137038435.jpg","closed","1608137055461.jpg",8,5,"1608137113411.jpg","no",NA,NA,"exposed",1,0,0,0,1,1,"no",NA,"healthy",NA
"D4","P1","A10","D4_N7P1","Abies religiosa","D","7","1","D4_N07P01","forest","CX",1,"alive","19.2901859","-99.2991126",3505.22583,"D",4,"1608051775375.jpg","6_cm",2.5,7,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608051881794.jpg","closed","1608051932236.jpg",3,3,"1608052003548.jpg","no",NA,NA,"cover",0,1,0,0,1,0,"yes","2013","healthy","2013"
"D64","P1","H8","D64_N18P18","Abies religiosa","D","18","18","D64_N18P18","forest","CX",18,"alive","19.28544","-99.3020576",3480.509277,"D",64,"1608221948640.jpg","40_cm",13,18,"ozone","40 to 50%",NA,NA,NA,NA,NA,NA,"1608222054051.jpg","closed","1608222081564.jpg",12,5,"1608222225165.jpg","no",NA,NA,"exposed",1,1,0,1,1,1,"no",NA,"ozone",NA
"D65","P2","A1","D65_N7P18","Abies religiosa","D","7","18","D65_N07P18","forest","CX",18,"alive","19.2854915","-99.3021961",3461.674316,"D",65,"1608222653589.jpg","6_cm",2.5,7,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608222704028.jpg","closed","1608222715229.jpg",4,4,"1608222747630.jpg","no",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"healthy",NA
"D66","P3","G6","D66_N10P19","Abies religiosa","D","10","19","D66_N10P19","forest","CX",19,"alive","19.2864665","-99.3048456",3446.597168,"D",66,"1608228281550.jpg","10_cm",10,10,"ozone","50 to 70%",NA,NA,NA,NA,NA,NA,"1608228377097.jpg","closed","1608228398845.jpg",8,5,"1608228439839.jpg","no",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"ozone",NA
"D7","P3","E3","D7_N08P01","Abies religiosa","D","8","1","D7_N08P01","forest","CX",1,"alive","19.2901956","-99.29914",3492.579102,"D",7,"1608053539036.jpg","10_cm",3,8,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608053633422.jpg","closed","1608053658798.jpg",5,4,"1608053699789.jpg","no",NA,NA,"cover",1,1,0,0,1,0,"yes","2013","healthy","2013"
"D70","P3","B7","D70_N09P19","Abies religiosa","D","9","19","D70_N09P19","forest","CX",19,"alive","19.2865152","-99.3048588",3445.891846,"D",70,"1608229826950.jpg","6_cm",3,9,"ozone","40 to 50%",NA,NA,NA,NA,NA,NA,"1608229893126.jpg","closed","1608229915546.jpg",5,2,"1608229936646.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"ozone",NA
"D72","P4","E2","D72_N13P19","Abies religiosa","D","13","19","D72_N13P19","forest","CX",19,"alive","19.2866842","-99.3047682",3421.943115,"D",72,"1608230722332.jpg","10_cm",8,13,"ozone","50 to 70%",NA,NA,NA,NA,NA,NA,"1608230782627.jpg","closed","1608230795748.jpg",10,5,"1608230931407.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"ozone",NA
"D73","P1","E5","D73_N7P19","Abies religiosa","D","7","19","D73_N07P19","forest","CX",19,"alive","19.2864851","-99.3048482",3454.411621,"D",73,"1608231127625.jpg","2_cm",2.5,7,"ozone","50 to 70%",NA,NA,NA,NA,NA,NA,"1608231179827.jpg","closed","1608231212002.jpg",6,4,"1608231253284.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"ozone",NA
"D76","P2","G11","D76_N12P20","Abies religiosa","D","12","20","D76_N12P20","forest","CX",20,"alive","19.2867398","-99.3046597",3461.848389,"D",76,"1608233879132.jpg","2_cm",2.5,12,"ozone other","50 to 70%",NA,NA,NA,NA,NA,NA,"1608233956985.jpg","not_visible","1608234000150.jpg",4,5,"1608234073920.jpg","no",NA,NA,"cover",1,0,0,1,0,1,"no",NA,"ozone_and_other",NA
"D88","P1","F6","D88_NNAP28","Abies religiosa","D",NA,"28","D88_NNAP28","forest","CX",28,"alive","19.3020569","-99.2977118",3350.918213,"D",88,"1608397218628.jpg","40_cm",20,NA,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608397571024.jpg","closed","1608397670807.jpg",17,6,"1608397820390.jpg","not_sure",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"ozone",NA
"E166","P4","F1","E166NNAP38","Abies religiosa","E",NA,"38","E166_NNAP38","forest","PN",38,"alive","19.2833214","-99.3161",3232.654219,"E",166,"1608492740335.jpg","40_cm",25,NA,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608492777158.jpg","closed","1608492795747.jpg",25,20,"1608492836771.jpg","not_sure",NA,NA,"cover",1,0,0,1,0,0,"no",NA,"ozone",NA
"E17","P1","C7","E17_N6P5","Abies religiosa","E","6","5","E17_N06P05","forest","CX",5,"alive","19.2927744","-99.2992034",3465.084278,"E",17,"1608060514831.jpg","2_cm",2.3,6,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608060582348.jpg","closed","1608060613202.jpg",4,4,"1608060642266.jpg","no",NA,NA,"cover",0,1,0,0,1,1,"yes","NP","healthy","NP"
"E174","P2","E9","E174_N8P38","Abies religiosa","E","8","38","E174_N08P38","forest","PN",38,"alive","19.2833253","-99.3161053",3235.236073,"E",174,"1608496750475.jpg","6_cm",2.8,8,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608496780811.jpg","closed","1608496788847.jpg",6,6,"1608496809677.jpg","no",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"ozone",NA
"E191","P3","H7","E191_NNAP43","Abies religiosa","E",NA,"43","E191_NNAP43","forest","PN",43,"alive","19.2897213","-99.3165276",3139.239374,"E",191,"1608579688904.jpg","30_cm",15,NA,"ozone other","10 to 40%",NA,NA,NA,NA,NA,NA,"1608579768568.jpg","closed","1608579783902.jpg",21,17,"1608579837472.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"ozone_and_other",NA
"E192","P3","H1","E192_NNAP43","Abies religiosa","E",NA,"43","E192_NNAP43","forest","PN",43,"alive","19.2895778","-99.3166797",3127.911259,"E",192,"1608580065728.jpg","40_cm",15,NA,"ozone other","10 to 40%",NA,NA,NA,NA,NA,NA,"1608580267233.jpg","closed","1608580304558.jpg",24,16,"1608580370765.jpg","not_sure",NA,NA,"cover",1,0,0,0,1,0,"no",NA,"ozone_and_other",NA
"E22","P2","B1","E22_N6P5","Abies religiosa","E","6","5","E22_N06P05","forest","CX",5,"alive","19.2927712","-99.2992614",3481.287355,"E",22,"1608062994941.jpg","2_cm",1.3,6,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608063080640.jpg","closed","1608063093546.jpg",5,4,"1608063117487.jpg","no",NA,NA,"cover",0,1,0,0,1,1,"yes","2013","ozone","2013"
"E31","P2","A7","E31_N5P8","Abies religiosa","E","5","8","E31_N05P08","forest","CX",8,"alive","19.2904434","-99.3030493",3512.252034,"E",31,"1608138581967.jpg","0.5_cm",0.45,5,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608138643413.jpg","closed","1608138696978.jpg",2,2,"1608138724067.jpg","no",NA,NA,"cover",0,0,0,0,1,1,"no",NA,"ozone",NA
"E4","P1","H9","E4_N8P3","Abies religiosa","E","8","3","E4_N08P03","forest","CX",3,"alive","19.2905237","-99.299361",3475.416444,"E",4,"1608051611662.jpg","6_cm",2.8,8,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608051738498.jpg","closed","1608051804424.jpg",3,3,"1608051844335.jpg","no",NA,NA,"cover",0,0,0,0,1,0,"yes","NP","healthy","NP"
"E47","P2","F12","E47_N11P11","Abies religiosa","E","11","11","E47_N11P11","forest","CX",11,"alive","19.2907778","-99.306521",3454.098189,"E",47,"1608150560880.jpg","0.5_cm",0.6,11,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608150612734.jpg","closed","1608150629882.jpg",6,5,"1608150651938.jpg","no",NA,NA,"cover",1,0,0,0,0,1,"no",NA,"ozone",NA
"E48","P2","B10","E48_N8P11","Abies religiosa","E","8","11","E48_N08P11","forest","CX",11,"alive","19.2908673","-99.3067448",3461.96617,"E",48,"1608150729983.jpg","0.5_cm",0.55,8,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608150775845.jpg","closed","1608150803483.jpg",4,4,"1608150829785.jpg","no",NA,NA,"cover",0,0,0,1,1,1,"no",NA,"ozone",NA
"E51","P1","B1","E51_N11P15","Abies religiosa","E","11","15","E51_N11P15","forest","CX",15,"alive","19.2930415","-99.3070285",3474.488522,"E",51,"1608158237792.jpg","10_cm",4.5,11,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608158301673.jpg","closed","1608158319706.jpg",7,7,"1608158358684.jpg","no",NA,NA,"exposed",0,0,0,0,1,0,"no",NA,"ozone",NA
"E66","P1","H2","E66_N14P20","Abies religiosa","E","14","20","E66_N14P20","forest","CX",20,"alive","19.2868019","-99.3047379",3466.192977,"E",66,"1608233641038.jpg","30_cm",9,14,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608233739493.jpg","closed","1608233780029.jpg",7,5,"1608233829510.jpg","not_sure",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"ozone",NA
"E67","P3","C1","E67_NNAP22","Abies religiosa","E",NA,"22","E67_NNAP22","forest","CX",22,"alive","19.3021163","-99.2920197",3189.1556,"E",67,"1608309359651.jpg","40_cm",23,NA,"ozone other","less than 10%",NA,NA,NA,NA,NA,NA,"1608309391853.jpg","closed","1608309444975.jpg",16,12,"1608309486584.jpg","not_sure",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"ozone_and_other",NA
"E72","P4","E8","E72_N06P67","Abies religiosa","E","6","27","E72_N06P27","forest","CX",27,"alive","19.3078079","-99.2908109",2966.602319,"E",72,"1608316165773.jpg","1_cm",0.8,6,"ozone fungi other","less than 10%",NA,NA,NA,NA,NA,NA,"1608316211880.jpg","closed","1608316240372.jpg",3,2,"1608316276253.jpg","no",NA,NA,"cover",1,0,0,0,0,1,"yes","2016","ozone_and_other","2016"
"E77","P3","E2","E77_NNAP28","Abies religiosa","E",NA,"28","E77_NNAP28","forest","CX",28,"alive","19.3021696","-99.2977593",3354.448311,"E",77,"1608396470163.jpg","40_cm",25,NA,"ozone other","less than 10%",NA,NA,NA,NA,NA,NA,"1608396529438.jpg","closed","1608396552288.jpg",27,18,"1608396606951.jpg","not_sure",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"ozone_and_other",NA
"E83","P4","G7","E83_N13P29","Abies religiosa","E","13","29","E83_N13P29","forest","CX",29,"alive","19.3022668","-99.2984563",3373.101337,"E",83,"1608400553690.jpg","1_cm",0.8,13,"ozone other","less than 10%",NA,NA,NA,NA,NA,NA,"1608400601556.jpg","closed","1608400631341.jpg",5,4,"1608400693644.jpg","no",NA,NA,"cover",1,0,0,0,1,1,"no",NA,"ozone_and_other",NA
"E89","P3","E5","E89_N16P29","Abies religiosa","E","16","29","E89_N16P29","forest","CX",29,"alive","19.3021043","-99.2984035",3354.109666,"E",89,"1608402895647.jpg","0.5_cm",0.7,16,"fungi other",NA,"1940-10-01",0,1,0,0,0,"1608402936801.jpg","closed","1608402954005.jpg",4,3,"1608402980073.jpg","no",NA,NA,"cover",1,0,0,0,1,1,"no",NA,"others_combined",NA
"F100","P1","H4","F100_N10P32","Abies religiosa","F","10","32","F100_N10P32","forest","CX",32,"alive","19.2980573","-99.3003013",3439,"F",100,"1608407822548.jpg","2_cm",2.5,10,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608407864259.jpg","closed","1608407882792.jpg",7,3,"1608407927970.jpg","no",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"healthy",NA
"F101","P1","G9","F101_N9P32","Abies religiosa","F","9","32","F101_N09P32","forest","CX",32,"alive","19.2980364","-99.3002656",3441.1,"F",101,"1608408697845.jpg","2_cm",2.2,9,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608408737153.jpg","not_visible","1608408757074.jpg",9,7,"1608408799384.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"healthy",NA
"F101r","P4","E11","F101r_N09P32","Abies religiosa","F","9","32","F101r_N09P32","forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F104","P1","G2","F104_N8P32","Abies religiosa","F","8","32","F104_N08P32","forest","CX",32,"alive","19.29797","-99.3002577",3441.1,"F",104,"1608409287202.jpg","0.5_cm",1.2,8,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608409334699.jpg","not_visible","1608409352230.jpg",3,3,"1608409387513.jpg","no",NA,NA,"cover",0,0,0,1,1,1,"yes","SRX 2013","healthy","2013"
"F108","P2","E11","F108_N8P32","Abies religiosa","F","8","32","F108_N08P32","forest","CX",32,"alive","19.2981488","-99.3002967",3437,"F",108,"1608410942186.jpg","2_cm",2.1,8,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608410997310.jpg","closed","1608411018019.jpg",12,3,"1608411093323.jpg","no",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"ozone",NA
"F109","P1","H5","F109_N11P32","Abies religiosa","F","11","32","F109_N11P32","forest","CX",32,"alive","19.2979713","-99.3002768",3432.2,"F",109,"1608411315690.jpg","6_cm",5,11,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608411383101.jpg","not_visible","1608411396417.jpg",10,5,"1608411438062.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"ozone",NA
"F111","P1","B11","F111_N11P32","Abies religiosa","F","11","32","F111_N11P32","forest","CX",32,"alive","19.2980324","-99.3001948",3461.6,"F",111,"1608412096730.jpg","6_cm",6,11,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608412152289.jpg","not_visible","1608412165178.jpg",8,4,"1608412216152.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"healthy",NA
"F123","P2","A9","F123_N6P41","Abies religiosa","F","6","41","F123_N06P41","forest","PN",41,"alive","19.2749204","-99.3081016",3428,"F",123,"1608573235382.jpg","0.5_cm",0.9,6,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608573289312.jpg","closed","1608573326144.jpg",3,2,"1608573352397.jpg","no",NA,NA,"cover",1,0,0,1,1,0,"no",NA,"ozone",NA
"F131","P3","E1","F131_N11P43","Abies religiosa","F","11","43","F131_N11P43","forest","PN",43,"alive","19.2902867","-99.3165553",3201,"F",131,"1608580959091.jpg","2_cm",2,11,"ozone other","40 to 50%",NA,NA,NA,NA,NA,NA,"1608580999979.jpg","closed","1608581011528.jpg",5,2,"1608581049111.jpg","no",NA,NA,"cover",1,1,0,1,1,1,"no",NA,"ozone_and_other",NA
"F134","P2","C11","F134_NNAP48","Abies religiosa","F",NA,"48","F134_NNAP48","forest","CX",48,"alive","19.2926351","-99.2949928",3475.6,"F",134,"1610732986748.jpg","30_cm",16,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1610733033311.jpg","not_visible","1610733077139.jpg",14,5,"1610733293671.jpg","no",NA,NA,"exposed",1,0,0,0,1,1,"no",NA,"healthy",NA
"F138","P4","D4","F138_N07P48","Abies religiosa","F","7","48","F138_N07P48","forest","CX",48,"alive","19.2925361","-99.2946476",3456,"F",138,"1610735078645.jpg","1_cm",1.1,7,"healthy",NA,NA,NA,NA,NA,NA,NA,"1610735133025.jpg","not_visible","1610735149709.jpg",5,4,"1610735174124.jpg","no",NA,NA,"cover",1,0,0,0,1,1,"no",NA,"healthy",NA
"F139","P4","G8","F139_N05P48","Abies religiosa","F","5","48","F139_N05P48","forest","CX",48,"alive","19.2923969","-99.2946342",3485.1,"F",139,"1610735475686.jpg","0.5_cm",0.6,5,"other",NA,"50-70",0,0,0,1,0,"1610735510376.jpg","not_visible","1610735527025.jpg",3,0,"1610735551182.jpg","no",NA,NA,"cover",1,0,0,0,1,1,"no",NA,"other",NA
"F18","P1","B5","F18_N14P4","Abies religiosa","F","14","4","F18_N14P04","forest","CX",4,"alive","19.292189","-99.2993025",3417.138168,"F",18,"1608061214823.jpg","30_cm",7,14,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608061309948.jpg","closed","1608061368357.jpg",9,6,"1608061427804.jpg","no",NA,NA,"cover",1,1,0,0,1,0,"no",NA,"healthy",NA
"F2","P2","G6","F2_N8P1","Abies religiosa","F","8","1","F2_N08P01","forest","CX",1,"alive","19.2903805","-99.2991172",3528.448388,"F",2,"1608051454558.jpg","2_cm",2.5,8,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608051633173.jpg","closed","1608051706510.jpg",3,3,"1608051761008.jpg","no",NA,NA,"cover",0,0,0,0,1,0,"yes","NP","healthy","NP"
"F3","P2","E12","F3_N8P1","Abies religiosa","F","8","1","F3_N08P01","forest","CX",1,"alive","19.2902275","-99.2992428",3517.130616,"F",3,"1608052175469.jpg","2_cm",2.5,8,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608052274871.jpg","closed","1608052345346.jpg",4,3,"1608052423535.jpg","no",NA,NA,"cover",0,0,0,1,1,0,"yes","NP","ozone","NP"
"F33","P2","C2","F33_N8P7","Abies religiosa","F","8","7","F33_N08P07","forest","CX",7,"alive",NA,NA,NA,"F",33,"1608136825776.jpg","2_cm",2.1,8,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608136996608.jpg","closed","1608137023922.jpg",8,7,"1608137115935.jpg","no",NA,NA,"exposed",0,0,0,1,1,1,"yes","NP","ozone","NP"
"F4","P3","F7","F4_N08P01","Abies religiosa","F","8","1","F4_N08P01","forest","CX",1,"alive","19.2903056","-99.299154",3507.165013,"F",4,"1608052845797.jpg","6_cm",3.5,8,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608052973445.jpg","closed","1608053001511.jpg",5,4,"1608053050601.jpg","no",NA,NA,"cover",0,0,0,0,1,0,"yes","NP","healthy","NP"
"F66","P1","D4","F66_N8P13","Abies religiosa","F","8","13","F66_N08P13","forest","CX",13,"alive",NA,NA,NA,"F",66,"1608161050116.jpg","6_cm",2.5,8,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608161131718.jpg","closed","1608161148094.jpg",6,4,"1608161226837.jpg","no",NA,NA,"cover",1,1,0,1,1,0,"yes","NP","healthy","NP"
"F67","P1","F12","F67_N9P18","Abies religiosa","F","9","18","F67_N09P18","forest","CX",18,"alive",NA,NA,NA,"F",67,"1608222234093.jpg","10_cm",7,9,"ozone","40 to 50%",NA,NA,NA,NA,NA,NA,"1608222083470.jpg","closed","1608222156632.jpg",8,3,"1608222371588.jpg","no",NA,NA,"exposed",1,0,0,1,1,0,"no",NA,"ozone",NA
"F68","P1","B9","F68_N7P18","Abies religiosa","F","7","18","F68_N07P18","forest","CX",18,"alive",NA,NA,NA,"F",68,"1608222678011.jpg","2_cm",1.7,7,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608222794926.jpg","closed","1608222814460.jpg",7,3,"1608222937289.jpg","no",NA,NA,"cover",0,0,0,1,1,0,"no",NA,"ozone",NA
"F73","P2","H2","F73_N13P19","Abies religiosa","F","13","19","F73_N13P19","forest","CX",19,"alive","19.2865924","-99.3047785",3446,"F",73,"1608230810684.jpg","10_cm",11,13,"ozone drougth other","10 to 40%",NA,NA,NA,NA,NA,NA,"1608230893814.jpg","not_visible","1608230954317.jpg",7,2,"1608231030033.jpg","no",NA,NA,"cover",1,0,0,0,1,0,"no",NA,"ozone_and_other",NA
"F84","P1","G8","F84_NNAP28","Abies religiosa","F",NA,"28","F84_NNAP28","forest","CX",28,"alive","19.301972","-99.297801",3364.6,"F",84,"1608396728867.jpg","40_cm",28,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608396791624.jpg","not_visible","1608396834057.jpg",16,6,"1608396950548.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"healthy",NA
"F85","P1","A6","F85_NNAP28","Abies religiosa","F",NA,"28","F85_NNAP28","forest","CX",28,"alive","19.302046","-99.2977717",3365.7,"F",85,"1608397446173.jpg","40_cm",30,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608397495171.jpg","not_visible","1608397536787.jpg",14,5,"1608397591817.jpg","not_sure",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"healthy",NA
"F9","P2","B9","F9_N4P1","Abies religiosa","F","4","1","F9_N04P01","forest","CX",1,"alive","19.2903079","-99.2991607",3554.453533,"F",9,"1608055037136.jpg","0.5_cm",0.5,4,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608055101526.jpg","closed","1608055157464.jpg",3,1,"1608055219046.jpg","no",NA,NA,"cover",1,1,0,0,1,1,"no",NA,"ozone",NA
"G101","P1","D2","G101_NNAP33","Abies religiosa","G",NA,"33","G101_NNAP33","forest","CX",33,"alive",NA,NA,NA,"G",101,"1608405727777.jpg","30_cm",16,NA,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608405778656.jpg","closed","1608405821613.jpg",13,4,"1608405867319.jpg","no",NA,NA,"exposed",1,0,0,1,0,0,"no",NA,"ozone",NA
"G102","P1","C5","G102_NNAP33","Abies religiosa","G",NA,"33","G102_NNAP33","forest","CX",33,"alive",NA,NA,NA,"G",102,"1608405947058.jpg","30_cm",16,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608406083868.jpg","closed","1608406096908.jpg",12,4,"1608406140219.jpg","no",NA,NA,"exposed",1,0,0,1,0,0,"no",NA,"healthy",NA
"G103","P2","E10","G103_N7P33","Abies religiosa","G","7","33","G103_N07P33","forest","CX",33,"alive",NA,NA,NA,"G",103,"1608406396507.jpg","0.5_cm",0.5,7,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608406482481.jpg","open","1608406496873.jpg",3,2,"1608406514721.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"yes","2013","healthy","2013"
"G104","P1","E4","G104_N7P33","Abies religiosa","G","7","33","G104_N07P33","forest","CX",33,"alive",NA,NA,NA,"G",104,"1608406751659.jpg","1_cm",1.5,7,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608406796030.jpg","closed","1608406810416.jpg",5,5,"1608406840477.jpg","no",NA,NA,"cover",1,0,0,1,0,0,"no",NA,"ozone",NA
"G110","P1","G7","G110_N6P35","Abies religiosa","G","6","35","G110_N06P35","forest","CX",33,"alive",NA,NA,NA,"G",110,"1608408396475.jpg","6_cm",3,7,"ozone other","10 to 40%",NA,NA,NA,NA,NA,NA,"1608408427113.jpg","closed","1608408443561.jpg",5,4,"1608408467243.jpg","no",NA,NA,"exposed",0,0,0,1,1,0,"no",NA,"ozone_and_other",NA
"G112","P3","C4","G112_N07P35","Abies religiosa","G","7","35","G112_N07P35","forest","PN",35,"alive",NA,NA,NA,"G",112,"1608482569184.jpg","2_cm",2.2,7,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608482706691.jpg","closed","1608482767372.jpg",4,3,"1608482815558.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"yes","NP","ozone","NP"
"G114","P1","G3","G114_N7P35","Abies religiosa","G","7","35","G114_N07P35","forest","PN",35,"alive",NA,NA,NA,"G",114,"1608483141814.jpg","6_cm",2.5,7,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608483233081.jpg","closed","1608483270896.jpg",6,3,"1608483320653.jpg","no",NA,NA,"exposed",1,0,0,0,1,0,"no",NA,"ozone",NA
